card_id,customer_id,card1,card2,card3,network,card5,card_type,home_region,home_country,n_txns,n_online,n_in_person,median_amt,p95_amt,max_amt,n_regions,n_products,top_products,first_seen,last_seen
C00144-K1,C00144,21108,555.0,150.0,visa,226.0,debit,387.0,87.0,4,0,4,331.58,623.71,643.22,1,1,W,2016-07-07 11:27:09,2016-11-03 22:35:31
C00145-K1,C00145,15492,512.0,150.0,mastercard,224.0,debit,231.0,87.0,1,1,0,74.94,74.94,74.94,1,1,H,2016-07-23 11:27:53,2016-07-23 11:27:53
C00146-K1,C00146,11179,555.0,146.0,mastercard,224.0,credit,"","",1,1,0,63.45,63.45,63.45,1,1,C,2016-08-17 17:05:40,2016-08-17 17:05:40
C00147-K1,C00147,16194,275.0,150.0,mastercard,224.0,debit,264.0,87.0,15,2,13,67.9,369.01,830.93,1,2,W|H,2016-07-06 21:12:55,2016-12-22 17:33:44
C00148-K1,C00148,23003,517.0,150.0,mastercard,224.0,debit,264.0,87.0,1,0,1,58.91,58.91,58.91,1,1,W,2016-12-28 13:18:07,2016-12-28 13:18:07
C00149-K1,C00149,12862,520.0,150.0,american express,190.0,credit,184.0,87.0,2,2,0,149.95,194.97,199.97,2,1,R,2016-07-11 13:48:09,2016-09-01 00:12:07
C00150-K1,C00150,17192,399.0,150.0,american express,146.0,credit,204.0,87.0,8,8,0,112.53,500.08,500.09,7,3,S|H|R,2016-07-11 17:36:53,2016-10-10 15:11:25
C00151-K1,C00151,20044,555.0,150.0,visa,226.0,debit,315.0,87.0,2,1,1,138.02,217.16,225.95,1,2,H|W,2016-08-18 03:22:19,2016-09-08 23:02:34
C00152-K1,C00152,19893,123.0,144.0,visa,226.0,credit,171.0,96.0,3,3,0,100.01,189.95,199.94,3,2,R|H,2016-07-06 19:33:04,2016-11-22 05:38:40
C00153-K1,C00153,19008,555.0,150.0,visa,226.0,debit,177.0,87.0,2,0,2,83.53,109.16,112.01,1,1,W,2016-07-26 17:11:21,2016-08-30 15:27:54
C00154-K1,C00154,23358,252.0,150.0,visa,226.0,credit,184.0,87.0,1,0,1,107.96,107.96,107.96,1,1,W,2016-08-07 15:41:48,2016-08-07 15:41:48
C00155-K1,C00155,19981,555.0,150.0,mastercard,102.0,credit,299.0,87.0,3,1,2,170.93,318.58,334.99,1,2,W|H,2016-07-31 19:49:11,2016-08-06 22:04:11
C00156-K1,C00156,20481,512.0,150.0,mastercard,224.0,debit,204.0,87.0,26,2,24,63.52,157.54,294.96,3,2,W|H,2016-07-09 15:37:48,2016-12-31 19:51:15
C00157-K1,C00157,15964,111.0,150.0,visa,226.0,debit,325.0,87.0,17,4,13,145.98,186.05,186.05,2,3,W|H|R,2016-07-30 21:47:46,2016-12-30 17:53:28
C00158-K1,C00158,23468,555.0,188.0,visa,137.0,credit,"","",3,3,0,52.82,72.47,74.65,1,1,C,2016-08-05 02:35:46,2016-10-11 03:05:55
C00159-K1,C00159,17478,321.0,150.0,visa,226.0,debit,472.0,87.0,25,1,24,47.95,91.83,156.08,1,2,R|W,2016-07-04 17:49:18,2016-12-03 19:42:15
C00160-K1,C00160,16049,555.0,150.0,visa,226.0,debit,512.0,87.0,6,0,6,115.03,117.06,117.06,1,1,W,2016-08-21 08:02:14,2016-12-06 17:32:43
C00161-K1,C00161,10902,399.0,150.0,american express,150.0,credit,184.0,87.0,5,5,0,149.96,150.03,150.05,2,1,R,2016-07-11 20:17:57,2016-08-01 14:44:46
C00162-K1,C00162,20088,555.0,150.0,visa,226.0,debit,110.0,87.0,15,1,14,59.71,108.14,116.94,1,2,R|W,2016-07-06 16:36:53,2016-12-13 20:11:45
C00163-K1,C00163,18680,125.0,150.0,american express,"",credit,436.0,87.0,6,6,0,99.98,143.76,150.04,5,3,S|H|R,2016-09-08 18:57:41,2016-12-09 16:53:54
C00164-K1,C00164,22964,"","","","","",315.0,87.0,1,0,1,100.89,100.89,100.89,1,1,W,2016-09-29 15:03:43,2016-09-29 15:03:43
C00164-K2,C00164,22964,555.0,150.0,visa,226.0,credit,315.0,87.0,14,0,14,96.95,201.05,201.08,1,1,W,2016-07-09 21:44:54,2016-12-03 23:21:57
C00165-K1,C00165,20852,361.0,150.0,visa,226.0,debit,330.0,87.0,1,0,1,59.05,59.05,59.05,1,1,W,2016-12-22 11:21:16,2016-12-22 11:21:16
C00166-K1,C00166,23481,420.0,150.0,mastercard,224.0,credit,251.0,87.0,1,0,1,57.87,57.87,57.87,1,1,W,2016-11-24 19:50:46,2016-11-24 19:50:46
C00167-K1,C00167,17909,546.0,147.0,mastercard,225.0,debit,"","",21,21,0,37.29,56.12,80.09,1,1,C,2016-07-20 16:58:44,2016-12-07 00:04:31
C00168-K1,C00168,21886,"","","","","",387.0,87.0,1,0,1,225.97,225.97,225.97,1,1,W,2016-10-01 16:47:59,2016-10-01 16:47:59
C00168-K2,C00168,21886,122.0,150.0,mastercard,126.0,debit,315.0,87.0,145,2,143,49.05,305.55,736.95,29,3,S|W|H,2016-07-12 22:01:59,2016-12-31 21:23:56
C00169-K1,C00169,16615,225.0,150.0,mastercard,117.0,debit,191.0,87.0,12,0,12,48.96,77.02,77.05,1,1,W,2016-07-24 02:03:44,2016-10-02 23:40:17
C00170-K1,C00170,21693,555.0,150.0,visa,226.0,credit,181.0,87.0,6,1,5,209.89,209.99,210.0,2,2,W|R,2016-10-10 16:09:21,2016-12-29 15:18:18
C00171-K1,C00171,22269,399.0,150.0,american express,223.0,credit,225.0,87.0,3,3,0,249.94,249.96,249.96,3,1,R,2016-07-20 17:17:01,2016-10-04 19:57:12
C00172-K1,C00172,13151,555.0,102.0,mastercard,137.0,debit,"","",1,1,0,64.69,64.69,64.69,1,1,C,2016-08-05 22:21:27,2016-08-05 22:21:27
C00173-K1,C00173,19973,555.0,146.0,visa,166.0,debit,504.0,16.0,3,3,0,15.22,15.25,15.25,2,1,C,2016-07-06 17:54:07,2016-08-06 20:28:11
C00174-K1,C00174,16276,440.0,185.0,visa,226.0,debit,"","",5,5,0,29.75,34.19,35.3,1,1,C,2016-07-21 16:18:22,2016-09-17 06:19:12
C00175-K1,C00175,16736,369.0,150.0,mastercard,224.0,debit,181.0,87.0,13,0,13,73.05,295.97,425.02,1,1,W,2016-07-05 17:15:33,2016-10-24 19:22:41
C00176-K1,C00176,16517,555.0,214.0,visa,137.0,credit,"","",1,1,0,198.15,198.15,198.15,1,1,C,2016-10-19 20:36:02,2016-10-19 20:36:02
C00177-K1,C00177,19397,555.0,150.0,visa,141.0,credit,469.0,87.0,1,0,1,437.33,437.33,437.33,1,1,W,2016-07-27 23:12:54,2016-07-27 23:12:54
C00178-K1,C00178,11299,399.0,150.0,american express,198.0,credit,177.0,87.0,7,7,0,99.91,325.02,400.06,7,3,S|R|H,2016-07-18 23:51:08,2016-11-30 14:49:00
C00179-K1,C00179,20110,514.0,150.0,mastercard,224.0,debit,220.0,87.0,13,3,10,92.06,145.36,187.97,2,2,H|W,2016-07-13 19:55:58,2016-12-23 22:10:29
C00180-K1,C00180,12533,520.0,150.0,american express,190.0,credit,469.0,87.0,5,5,0,100.03,229.94,249.94,4,2,R|H,2016-07-07 23:59:22,2016-11-25 18:38:01
C00181-K1,C00181,23038,384.0,150.0,visa,226.0,credit,325.0,87.0,59,5,54,87.06,345.9,1104.07,25,3,R|W|H,2016-07-04 16:04:52,2016-12-24 17:06:07
C00182-K1,C00182,19821,555.0,150.0,mastercard,195.0,debit,315.0,87.0,19,17,2,150.01,150.08,150.08,1,2,W|R,2016-07-26 14:10:54,2016-09-15 23:27:08
C00183-K1,C00183,11843,555.0,183.0,visa,137.0,credit,"","",1,1,0,36.0,36.0,36.0,1,1,C,2016-11-16 09:42:48,2016-11-16 09:42:48
C00184-K1,C00184,14659,543.0,150.0,mastercard,224.0,debit,181.0,87.0,8,2,6,44.95,840.73,844.96,1,2,W|H,2016-07-26 00:14:48,2016-12-03 19:25:14
C00185-K1,C00185,12271,555.0,150.0,visa,226.0,debit,441.0,87.0,1,0,1,68.51,68.51,68.51,1,1,W,2016-07-04 18:19:24,2016-07-04 18:19:24
C00186-K1,C00186,22072,275.0,150.0,mastercard,224.0,debit,264.0,87.0,12,0,12,134.94,171.19,184.91,1,1,W,2016-07-10 14:12:58,2016-12-20 18:05:24
C00187-K1,C00187,12235,399.0,150.0,american express,223.0,credit,325.0,87.0,1,1,0,200.06,200.06,200.06,1,1,R,2016-07-21 14:25:20,2016-07-21 14:25:20
C00188-K1,C00188,18863,555.0,144.0,mastercard,137.0,credit,356.0,96.0,3,3,0,99.97,235.04,250.05,2,2,R|C,2016-07-14 13:19:15,2016-09-09 19:18:04
C00189-K1,C00189,20059,480.0,150.0,mastercard,100.0,debit,184.0,87.0,15,2,13,49.93,296.23,404.19,10,2,H|W,2016-07-03 02:45:24,2016-12-20 01:48:43
C00190-K1,C00190,15234,181.0,150.0,visa,226.0,credit,181.0,87.0,1,1,0,50.05,50.05,50.05,1,1,H,2016-08-10 01:44:29,2016-08-10 01:44:29
C00191-K1,C00191,19114,"",150.0,visa,195.0,debit,158.0,87.0,1,0,1,58.3,58.3,58.3,1,1,W,2016-07-22 21:43:38,2016-07-22 21:43:38
C00192-K1,C00192,12114,399.0,150.0,american express,213.0,credit,126.0,87.0,8,8,0,74.95,173.8,200.07,6,2,R|S,2016-07-05 22:47:47,2016-12-18 15:56:34
C00193-K1,C00193,12930,462.0,150.0,visa,194.0,credit,272.0,87.0,1,0,1,279.95,279.95,279.95,1,1,W,2016-07-23 04:08:08,2016-07-23 04:08:08
C00194-K1,C00194,12298,543.0,150.0,mastercard,224.0,debit,226.0,87.0,14,0,14,43.44,107.98,108.03,2,1,W,2016-07-05 02:45:58,2016-11-18 03:48:55
C00195-K1,C00195,10856,555.0,150.0,visa,226.0,debit,226.0,87.0,30,2,28,167.46,768.61,773.98,3,2,W|H,2016-07-02 19:11:06,2016-12-23 12:34:06
C00196-K1,C00196,17148,555.0,134.0,visa,137.0,credit,372.0,72.0,2,2,0,15.33,18.07,18.37,1,1,C,2016-07-10 05:08:09,2016-07-10 05:09:59
C00197-K1,C00197,16667,174.0,150.0,visa,141.0,credit,330.0,87.0,55,48,7,249.97,600.07,845.0,10,4,W|H|R|S,2016-07-03 19:47:04,2016-12-21 13:29:30
C00198-K1,C00198,14861,383.0,150.0,visa,226.0,debit,498.0,87.0,25,6,19,108.03,527.19,554.06,4,3,R|W|H,2016-07-08 22:02:36,2016-12-26 20:34:53
C00199-K1,C00199,10832,111.0,150.0,visa,195.0,debit,181.0,87.0,4,0,4,81.3,112.26,113.01,1,1,W,2016-07-13 02:33:25,2016-11-22 09:52:37
C00200-K1,C00200,15139,555.0,150.0,visa,226.0,debit,299.0,87.0,20,3,17,55.95,150.46,159.94,2,3,W|H|R,2016-07-20 05:08:50,2016-12-27 15:49:08
C00201-K1,C00201,10170,555.0,150.0,mastercard,224.0,credit,226.0,87.0,1,1,0,300.0,300.0,300.0,1,1,R,2016-07-30 21:22:34,2016-07-30 21:22:34
C00202-K1,C00202,15776,555.0,150.0,visa,226.0,debit,181.0,87.0,12,2,10,70.96,564.34,911.88,5,2,W|H,2016-07-06 19:32:49,2016-12-14 01:01:28
C00203-K1,C00203,22776,555.0,150.0,visa,226.0,credit,325.0,87.0,1,0,1,289.42,289.42,289.42,1,1,W,2016-09-16 16:19:46,2016-09-16 16:19:46
C00204-K1,C00204,12686,225.0,150.0,mastercard,224.0,debit,448.0,87.0,62,1,61,117.06,277.68,334.95,2,2,W|H,2016-07-04 15:00:01,2016-12-27 19:00:47
C00205-K1,C00205,23125,555.0,150.0,visa,226.0,debit,494.0,87.0,8,0,8,70.97,125.51,134.97,2,1,W,2016-08-05 01:51:47,2016-12-16 11:09:39
C00206-K1,C00206,21072,555.0,150.0,visa,166.0,debit,337.0,87.0,1,0,1,39.01,39.01,39.01,1,1,W,2016-12-10 17:19:40,2016-12-10 17:19:40
C00207-K1,C00207,13178,555.0,198.0,visa,226.0,credit,"","",1,1,0,11.54,11.54,11.54,1,1,C,2016-09-18 00:54:04,2016-09-18 00:54:04
C00208-K1,C00208,13133,555.0,150.0,visa,226.0,debit,498.0,87.0,2,0,2,86.0,110.26,112.96,2,1,W,2016-08-05 22:39:51,2016-10-08 13:42:10
C00209-K1,C00209,13517,555.0,150.0,visa,226.0,debit,485.0,87.0,3,0,3,200.98,470.05,499.95,2,1,W,2016-07-21 14:04:06,2016-08-09 17:57:12
C00210-K1,C00210,15228,436.0,150.0,visa,162.0,credit,441.0,87.0,14,8,6,99.94,299.99,300.06,3,4,R|H|W|S,2016-07-06 19:51:55,2016-12-12 16:29:34
C00211-K1,C00211,15386,555.0,150.0,visa,226.0,credit,264.0,87.0,1,1,0,99.95,99.95,99.95,1,1,H,2016-07-22 18:29:08,2016-07-22 18:29:08
C00212-K1,C00212,10133,555.0,150.0,visa,226.0,debit,226.0,87.0,4,0,4,108.95,487.3,554.07,1,1,W,2016-07-11 19:11:09,2016-11-03 21:25:48
C00213-K1,C00213,18229,594.0,150.0,visa,195.0,debit,498.0,87.0,17,1,16,58.92,272.75,304.05,4,2,R|W,2016-07-02 23:48:03,2016-12-20 12:48:22
C00214-K1,C00214,15174,480.0,150.0,mastercard,224.0,debit,384.0,87.0,20,4,16,116.92,1020.95,2237.54,3,2,W|H,2016-07-08 18:47:01,2016-12-22 02:02:44
C00215-K1,C00215,11936,555.0,163.0,mastercard,137.0,credit,"","",6,6,0,82.6,82.7,82.7,1,1,C,2016-12-12 08:42:04,2016-12-12 11:20:20
C00216-K1,C00216,13430,321.0,150.0,visa,226.0,debit,231.0,87.0,1,0,1,1658.21,1658.21,1658.21,1,1,W,2016-07-08 15:08:10,2016-07-08 15:08:10
C00217-K1,C00217,19483,555.0,150.0,visa,226.0,debit,269.0,87.0,3,0,3,92.97,212.76,226.07,1,1,W,2016-10-27 18:33:49,2016-10-29 22:48:31
C00218-K1,C00218,19740,225.0,150.0,mastercard,224.0,debit,308.0,87.0,7,0,7,25.95,109.05,130.47,2,1,W,2016-07-04 04:17:02,2016-09-26 19:59:19
C00219-K1,C00219,14200,512.0,150.0,mastercard,224.0,debit,472.0,87.0,4,1,3,236.12,308.68,317.42,1,2,W|H,2016-09-13 16:05:11,2016-12-07 19:25:18
C00220-K1,C00220,22419,390.0,150.0,mastercard,224.0,debit,204.0,87.0,2,2,0,49.99,49.99,49.99,1,1,H,2016-12-02 15:56:03,2016-12-02 16:20:30
C00221-K1,C00221,14273,126.0,150.0,visa,226.0,debit,330.0,87.0,1,0,1,335.06,335.06,335.06,1,1,W,2016-12-24 15:32:18,2016-12-24 15:32:18
C00222-K1,C00222,11675,514.0,150.0,mastercard,224.0,credit,330.0,87.0,6,1,5,143.5,184.8,186.06,3,2,W|C,2016-08-20 13:25:10,2016-12-26 16:09:11
C00223-K1,C00223,23285,111.0,150.0,mastercard,224.0,debit,472.0,87.0,63,3,60,59.08,520.02,1586.25,3,3,R|W|H,2016-07-04 12:30:14,2016-12-31 01:41:11
C00224-K1,C00224,21006,437.0,150.0,visa,226.0,credit,337.0,87.0,1,1,0,49.98,49.98,49.98,1,1,H,2016-07-22 18:53:20,2016-07-22 18:53:20
C00225-K1,C00225,13396,"",150.0,visa,"",credit,315.0,87.0,1,0,1,116.97,116.97,116.97,1,1,W,2016-11-06 17:26:43,2016-11-06 17:26:43
C00226-K1,C00226,20353,412.0,150.0,visa,226.0,credit,184.0,87.0,2,0,2,640.01,914.51,945.01,1,1,W,2016-08-30 16:20:14,2016-09-07 02:06:27
C00227-K1,C00227,10452,399.0,150.0,american express,132.0,credit,204.0,87.0,4,4,0,150.0,235.05,250.05,2,1,R,2016-07-15 19:40:54,2016-10-18 17:52:01
C00228-K1,C00228,17375,583.0,150.0,mastercard,224.0,credit,220.0,87.0,3,1,2,524.87,524.9,524.9,2,2,H|W,2016-07-18 17:59:16,2016-09-29 17:39:15
C00229-K1,C00229,18992,555.0,229.0,visa,226.0,credit,"","",10,10,0,20.11,70.69,102.88,1,1,C,2016-09-15 22:16:07,2016-10-03 01:55:58
C00230-K1,C00230,12843,277.0,144.0,visa,195.0,credit,536.0,96.0,6,6,0,224.94,499.97,499.98,3,1,R,2016-07-17 16:14:58,2016-11-11 00:11:36
C00231-K1,C00231,12289,544.0,150.0,visa,137.0,credit,315.0,87.0,7,0,7,96.91,649.16,794.95,1,1,W,2016-07-07 18:59:50,2016-10-31 04:41:29
C00231-K2,C00231,12289,544.0,150.0,visa,226.0,debit,315.0,87.0,1,0,1,51.04,51.04,51.04,1,1,W,2016-12-28 18:07:53,2016-12-28 18:07:53
C00232-K1,C00232,21426,"","","","","",204.0,87.0,2,0,2,74.99,90.38,92.09,1,1,W,2016-09-29 14:08:28,2016-12-08 00:18:59
C00232-K2,C00232,21426,173.0,150.0,visa,166.0,debit,204.0,87.0,156,5,151,53.96,225.95,663.94,6,2,W|H,2016-07-03 15:36:34,2016-12-30 15:50:31
C00233-K1,C00233,14581,555.0,135.0,mastercard,224.0,credit,211.0,24.0,2,2,0,39.15,53.51,55.1,2,1,C,2016-07-08 20:33:50,2016-09-02 09:40:17
C00234-K1,C00234,19827,555.0,150.0,visa,226.0,debit,123.0,87.0,1,0,1,116.96,116.96,116.96,1,1,W,2016-12-14 00:03:36,2016-12-14 00:03:36
C00235-K1,C00235,22607,"","","","","",251.0,87.0,3,0,3,107.9,116.16,117.08,3,1,W,2016-10-03 13:42:21,2016-10-03 17:56:42
C00235-K2,C00235,22607,215.0,150.0,visa,226.0,debit,498.0,87.0,1305,59,1246,58.97,311.89,2594.9,19,5,S|R|C|W|H,2016-07-06 01:52:09,2016-12-31 23:16:18
C00236-K1,C00236,19190,422.0,150.0,visa,195.0,credit,387.0,87.0,10,10,0,125.09,954.95,999.94,2,1,R,2016-07-10 17:06:24,2016-09-13 18:44:44
C00237-K1,C00237,10594,555.0,150.0,visa,226.0,debit,299.0,87.0,4,4,0,74.99,100.06,100.08,1,1,R,2016-07-25 16:24:31,2016-08-28 17:37:09
C00238-K1,C00238,16369,555.0,150.0,visa,226.0,debit,512.0,87.0,13,0,13,87.9,254.95,254.99,1,1,W,2016-07-05 03:01:29,2016-12-15 03:50:20
C00239-K1,C00239,21060,555.0,150.0,visa,226.0,credit,337.0,87.0,2,0,2,253.01,277.38,280.09,1,1,W,2016-08-02 13:09:11,2016-08-05 14:50:45
C00240-K1,C00240,22998,381.0,150.0,mastercard,135.0,credit,325.0,87.0,1,1,0,199.95,199.95,199.95,1,1,R,2016-10-01 15:56:02,2016-10-01 15:56:02
C00241-K1,C00241,19960,555.0,150.0,visa,226.0,debit,325.0,87.0,14,1,13,130.52,524.99,526.99,1,2,R|W,2016-07-06 15:16:15,2016-11-01 18:52:35
C00242-K1,C00242,16315,555.0,150.0,visa,226.0,credit,337.0,87.0,1,0,1,107.97,107.97,107.97,1,1,W,2016-10-06 02:27:28,2016-10-06 02:27:28
C00243-K1,C00243,11467,399.0,150.0,american express,150.0,credit,299.0,87.0,3,3,0,100.02,100.06,100.06,2,1,R,2016-08-06 18:10:09,2016-12-03 21:46:22
C00244-K1,C00244,15313,555.0,150.0,visa,226.0,debit,191.0,87.0,25,1,24,83.93,544.03,1014.96,1,2,W|R,2016-07-09 23:09:03,2016-12-22 17:08:54
C00245-K1,C00245,18552,555.0,150.0,visa,226.0,debit,194.0,87.0,10,0,10,129.98,187.51,210.03,1,1,W,2016-07-07 15:55:03,2016-12-21 17:19:08
C00246-K1,C00246,12030,543.0,150.0,mastercard,224.0,debit,330.0,87.0,10,1,9,1317.86,1531.27,1531.28,1,2,S|W,2016-08-03 22:01:20,2016-12-01 19:32:09
C00247-K1,C00247,18145,399.0,150.0,american express,223.0,credit,204.0,87.0,1,1,0,124.95,124.95,124.95,1,1,R,2016-08-07 20:46:31,2016-08-07 20:46:31
C00248-K1,C00248,18105,555.0,150.0,visa,226.0,debit,433.0,87.0,5,1,4,99.93,204.17,225.96,1,2,R|W,2016-07-22 20:22:18,2016-10-22 21:14:09
C00249-K1,C00249,13037,555.0,150.0,visa,226.0,debit,204.0,87.0,34,2,32,49.03,153.8,222.08,1,3,R|W|H,2016-07-03 01:23:01,2016-12-21 16:58:05
C00250-K1,C00250,14555,555.0,150.0,visa,226.0,credit,299.0,87.0,2,2,0,100.01,100.06,100.06,1,1,H,2016-09-22 21:42:51,2016-09-22 21:44:51
C00251-K1,C00251,10299,555.0,150.0,visa,226.0,debit,330.0,87.0,4,4,0,100.02,100.08,100.09,1,1,R,2016-12-24 23:32:37,2016-12-24 23:56:12
C00252-K1,C00252,22272,399.0,150.0,american express,185.0,credit,225.0,87.0,1,1,0,49.96,49.96,49.96,1,1,H,2016-07-12 03:12:52,2016-07-12 03:12:52
C00253-K1,C00253,20812,555.0,188.0,mastercard,137.0,credit,"","",15,15,0,12.29,99.24,132.35,1,1,C,2016-08-04 05:20:42,2016-12-22 15:56:12
C00254-K1,C00254,23277,216.0,150.0,mastercard,102.0,credit,441.0,87.0,28,2,26,116.99,587.52,867.23,12,3,W|H|S,2016-07-14 15:56:57,2016-12-25 23:01:49
C00255-K1,C00255,19748,555.0,150.0,visa,226.0,debit,170.0,87.0,28,4,24,55.91,450.23,554.04,3,4,R|C|W|H,2016-07-16 23:58:25,2016-12-27 00:35:35
C00256-K1,C00256,19544,174.0,150.0,mastercard,"",credit,485.0,87.0,1,0,1,841.92,841.92,841.92,1,1,W,2016-09-02 01:10:59,2016-09-02 01:10:59
C00256-K2,C00256,19544,174.0,150.0,mastercard,195.0,debit,485.0,87.0,2,0,2,209.97,301.82,312.03,1,1,W,2016-10-26 14:27:16,2016-10-31 05:04:07
C00257-K1,C00257,10362,555.0,150.0,visa,226.0,debit,330.0,87.0,4,2,2,34.5,59.02,59.03,1,2,W|S,2016-07-17 20:42:45,2016-11-08 15:41:36
C00258-K1,C00258,11499,555.0,149.0,visa,138.0,debit,264.0,87.0,8,0,8,30.96,209.89,209.89,1,1,W,2016-07-20 19:08:11,2016-11-29 02:37:08
C00259-K1,C00259,15620,545.0,185.0,visa,226.0,credit,465.0,60.0,60,60,0,34.79,134.25,155.43,2,1,C,2016-07-02 01:17:26,2016-12-28 06:38:33
C00260-K1,C00260,12818,555.0,150.0,visa,226.0,debit,512.0,87.0,6,1,5,54.27,109.79,117.08,1,2,W|H,2016-07-10 23:04:05,2016-12-25 16:10:13
C00261-K1,C00261,21323,555.0,210.0,visa,137.0,credit,"","",1,1,0,24.44,24.44,24.44,1,1,C,2016-09-04 00:49:42,2016-09-04 00:49:42
C00262-K1,C00262,16483,302.0,150.0,visa,226.0,debit,143.0,87.0,5,0,5,107.91,107.95,107.96,1,1,W,2016-08-18 19:40:10,2016-08-20 00:26:41
C00263-K1,C00263,19989,399.0,150.0,american express,236.0,credit,272.0,87.0,9,9,0,99.96,114.97,124.93,8,3,H|S|R,2016-07-08 16:12:57,2016-10-26 17:17:43
C00264-K1,C00264,14831,399.0,150.0,american express,236.0,credit,123.0,87.0,4,4,0,112.53,146.31,150.07,4,1,R,2016-07-11 21:08:33,2016-12-19 20:37:02
C00265-K1,C00265,15258,555.0,150.0,mastercard,117.0,debit,469.0,87.0,3,0,3,30.9,33.63,33.93,1,1,W,2016-09-13 14:38:33,2016-11-24 16:17:56
C00266-K1,C00266,20693,555.0,150.0,visa,226.0,debit,203.0,87.0,22,6,16,92.06,117.06,170.97,1,2,W|H,2016-07-11 21:25:32,2016-12-31 17:44:14
C00267-K1,C00267,21394,555.0,150.0,visa,226.0,debit,494.0,87.0,18,3,15,75.97,312.4,315.01,3,3,R|W|H,2016-07-09 19:28:36,2016-12-28 17:46:24
C00268-K1,C00268,22030,138.0,200.0,mastercard,233.0,debit,"","",10,10,0,28.34,61.29,74.36,1,1,C,2016-10-02 01:35:50,2016-12-28 00:32:38
C00269-K1,C00269,10525,555.0,150.0,visa,226.0,debit,420.0,87.0,4,3,1,100.05,189.31,205.05,2,2,W|H,2016-07-17 06:27:58,2016-08-19 00:23:45
C00270-K1,C00270,15459,519.0,150.0,mastercard,117.0,debit,315.0,87.0,6,1,5,92.47,223.38,261.86,1,2,W|H,2016-07-25 18:00:41,2016-11-22 17:12:15
C00271-K1,C00271,18153,367.0,150.0,mastercard,117.0,debit,433.0,87.0,6,0,6,274.52,445.05,445.09,1,1,W,2016-08-16 06:50:58,2016-10-01 01:45:30
C00272-K1,C00272,18799,555.0,150.0,visa,226.0,debit,433.0,87.0,47,0,47,82.89,371.2,1011.96,1,1,W,2016-07-02 01:31:44,2016-12-19 21:57:18
C00273-K1,C00273,18499,514.0,150.0,mastercard,219.0,credit,299.0,87.0,9,8,1,149.91,300.98,334.98,8,4,S|W|H|R,2016-07-04 02:10:57,2016-10-28 23:55:55
C00274-K1,C00274,13914,302.0,150.0,visa,226.0,debit,205.0,87.0,5,0,5,116.93,116.95,116.95,1,1,W,2016-07-27 06:58:25,2016-12-23 06:36:06
C00275-K1,C00275,11194,310.0,150.0,mastercard,224.0,debit,269.0,87.0,1,0,1,34.08,34.08,34.08,1,1,W,2016-11-20 21:08:11,2016-11-20 21:08:11
C00276-K1,C00276,20538,555.0,150.0,visa,166.0,debit,264.0,87.0,23,11,12,51.07,180.34,195.98,8,4,S|H|W|R,2016-07-05 19:31:34,2016-12-27 20:17:43
C00277-K1,C00277,13154,555.0,121.0,mastercard,102.0,credit,"","",1,1,0,140.8,140.8,140.8,1,1,C,2016-07-20 20:58:22,2016-07-20 20:58:22
C00278-K1,C00278,16970,"",150.0,visa,195.0,debit,472.0,87.0,4,0,4,34.08,79.78,86.96,1,1,W,2016-07-31 19:10:38,2016-08-14 20:15:54
C00279-K1,C00279,16464,225.0,150.0,mastercard,195.0,debit,264.0,87.0,1,0,1,1407.98,1407.98,1407.98,1,1,W,2016-11-08 02:02:36,2016-11-08 02:02:36
C00280-K1,C00280,11234,"","","","","",251.0,87.0,1,0,1,116.94,116.94,116.94,1,1,W,2016-12-10 23:50:40,2016-12-10 23:50:40
C00280-K2,C00280,11234,390.0,150.0,mastercard,117.0,debit,251.0,87.0,128,7,121,61.49,312.02,1839.9,7,3,W|H|R,2016-07-08 19:26:44,2016-12-30 15:20:33
C00281-K1,C00281,19017,225.0,150.0,mastercard,117.0,debit,143.0,87.0,26,0,26,57.96,286.49,312.03,1,1,W,2016-07-04 07:39:28,2016-12-14 11:34:00
C00282-K1,C00282,22920,168.0,144.0,visa,195.0,credit,536.0,96.0,2,2,0,65.0,96.54,100.05,2,2,R|H,2016-07-18 20:04:57,2016-07-20 02:58:25
C00283-K1,C00283,15643,555.0,183.0,visa,162.0,credit,330.0,87.0,2,0,2,96.95,96.96,96.96,1,1,W,2016-10-09 12:05:22,2016-10-09 13:06:41
C00284-K1,C00284,23317,399.0,150.0,american express,223.0,credit,325.0,87.0,2,2,0,57.54,95.79,100.04,1,2,H|S,2016-07-23 19:35:56,2016-07-27 02:02:27
C00285-K1,C00285,12124,555.0,150.0,visa,226.0,credit,315.0,87.0,6,0,6,185.01,526.39,597.89,1,1,W,2016-07-03 15:26:27,2016-08-24 17:55:40
C00286-K1,C00286,19063,555.0,150.0,visa,226.0,debit,226.0,87.0,18,1,17,67.96,343.31,390.07,2,2,W|R,2016-07-12 13:13:42,2016-12-23 11:14:58
C00287-K1,C00287,11028,555.0,100.0,mastercard,224.0,credit,"","",1,1,0,41.47,41.47,41.47,1,1,C,2016-09-05 02:41:25,2016-09-05 02:41:25
C00288-K1,C00288,12044,529.0,150.0,visa,162.0,credit,512.0,87.0,25,8,17,107.9,401.45,433.38,14,3,R|H|W,2016-07-10 17:17:03,2016-11-18 17:52:19
C00289-K1,C00289,16465,555.0,162.0,visa,226.0,debit,299.0,87.0,1,0,1,109.04,109.04,109.04,1,1,W,2016-07-30 21:36:31,2016-07-30 21:36:31
