device_key,label,device_info,device_type,os,browser,screen,n_txns,n_cards,n_customers
Dd827cbc97316,MacOS | Mac OS X 10_13_3 | safari generic | 2560x1600,MacOS,desktop,Mac OS X 10_13_3,safari generic,2560x1600,80,56,56
D1fb942df386b,iOS Device | iOS 10.3.3 | mobile safari generic | 1334x750,iOS Device,mobile,iOS 10.3.3,mobile safari generic,1334x750,89,56,56
D7b711016f234,Windows | Windows 7 | chrome 65.0 | 1600x900,Windows,desktop,Windows 7,chrome 65.0,1600x900,69,56,56
Da19e56e91d5b,SM-N950U Build/NMF26X | Android 7.1.1 | chrome 63.0 for android,SM-N950U Build/NMF26X,mobile,Android 7.1.1,chrome 63.0 for android,"",68,55,55
D84256333cf38,Windows | Windows 10 | chrome 64.0 | 1600x900,Windows,desktop,Windows 10,chrome 64.0,1600x900,79,55,55
Dd693a6583557,iOS Device | iOS 11.2.1 | mobile safari generic | 2048x1536,iOS Device,mobile,iOS 11.2.1,mobile safari generic,2048x1536,74,55,55
D6390bc25c7c0,SAMSUNG SM-G950U Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2220x1080,SAMSUNG SM-G950U Build/NRD90M,mobile,Android 7.0,samsung browser 6.2,2220x1080,74,55,55
D7cb8c32c3304,Windows | Windows 10 | chrome 63.0 | 1920x1200,Windows,desktop,Windows 10,chrome 63.0,1920x1200,91,55,55
D68b813a23100,Windows | Windows 10 | chrome 66.0 | 1600x900,Windows,desktop,Windows 10,chrome 66.0,1600x900,78,55,55
Dc6ad2a18c434,MacOS | Mac OS X 10_13_2 | chrome 63.0 | 2880x1800,MacOS,desktop,Mac OS X 10_13_2,chrome 63.0,2880x1800,83,54,54
Da7950f69fb2c,Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 1366x768,Trident/7.0,desktop,Windows 8.1,ie 11.0 for desktop,1366x768,84,53,53
D292614d73cdb,MacOS | Mac OS X 10_11_6 | chrome 63.0 | 2560x1600,MacOS,desktop,Mac OS X 10_11_6,chrome 63.0,2560x1600,76,53,53
D799ff8b768d2,Windows | Windows 7 | chrome 64.0 | 1600x900,Windows,desktop,Windows 7,chrome 64.0,1600x900,83,53,53
D794ff4e9232d,Windows | Windows 8.1 | chrome 63.0 | 1600x900,Windows,desktop,Windows 8.1,chrome 63.0,1600x900,73,52,52
D7aa48731ac95,Windows | Windows 10 | edge 14.0 | 1920x1080,Windows,desktop,Windows 10,edge 14.0,1920x1080,71,52,52
D2c2006f554c8,SM-G935F Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080,SM-G935F Build/NRD90M,mobile,Android 7.0,chrome 62.0 for android,1920x1080,114,52,52
D52cc71e0aa41,Windows | Windows 8.1 | chrome 62.0 | 1366x768,Windows,desktop,Windows 8.1,chrome 62.0,1366x768,68,51,51
D98b7d765109b,Windows | Windows 10 | firefox 58.0 | 1920x1080,Windows,desktop,Windows 10,firefox 58.0,1920x1080,74,51,51
D94f47298509d,rv:59.0 | firefox 59.0,rv:59.0,desktop,"",firefox 59.0,"",105,51,51
D95239d85f1c4,firefox 57.0,"",desktop,"",firefox 57.0,"",138,51,51
D844d7d6893fb,MacOS | Mac OS X 10_10_5 | chrome 63.0 | 1440x900,MacOS,desktop,Mac OS X 10_10_5,chrome 63.0,1440x900,73,50,50
Dfaec303449cd,Windows | Windows 7 | chrome 62.0 | 1440x900,Windows,desktop,Windows 7,chrome 62.0,1440x900,64,50,50
D1f585042905b,iOS Device | iOS 11.3.0 | mobile safari 11.0 | 1136x640,iOS Device,mobile,iOS 11.3.0,mobile safari 11.0,1136x640,85,50,50
D58ef5f88991d,Windows | Windows 10 | chrome 63.0 | 3840x2160,Windows,desktop,Windows 10,chrome 63.0,3840x2160,91,50,50
D651657f16daa,MacOS | Mac OS X 10_13_3 | safari generic | 2880x1800,MacOS,desktop,Mac OS X 10_13_3,safari generic,2880x1800,86,50,50
Df424d7e32c33,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1280x1024,Trident/7.0,desktop,Windows 10,ie 11.0 for desktop,1280x1024,71,50,50
D230101f926c9,MacOS | Mac OS X 10_12_6 | chrome 63.0 | 2880x1800,MacOS,desktop,Mac OS X 10_12_6,chrome 63.0,2880x1800,70,50,50
D6eb4c42a701f,rv:11.0 | Windows 7 | ie 11.0 for desktop | 1280x1024,rv:11.0,desktop,Windows 7,ie 11.0 for desktop,1280x1024,62,50,50
D27de8fac455f,Windows | Windows 7 | firefox 57.0 | 1600x900,Windows,desktop,Windows 7,firefox 57.0,1600x900,77,50,50
D603c6f721e7d,iOS Device | iOS 11.1.0 | mobile safari 11.0 | 1334x750,iOS Device,mobile,iOS 11.1.0,mobile safari 11.0,1334x750,66,49,49
D0656d8895dbb,iOS Device | iOS 11.1.1 | mobile safari 11.0 | 2048x1536,iOS Device,mobile,iOS 11.1.1,mobile safari 11.0,2048x1536,78,49,49
Dbca5d68be0b3,iOS Device | iOS 11.3.0 | mobile safari generic | 2048x1536,iOS Device,mobile,iOS 11.3.0,mobile safari generic,2048x1536,75,48,48
Df3eef4ffcf85,iOS Device | iOS 11.2.5 | mobile safari generic | 1136x640,iOS Device,mobile,iOS 11.2.5,mobile safari generic,1136x640,72,48,48
D3a3a73ae2e15,MacOS | Mac OS X 10_13_2 | chrome 63.0 | 1440x900,MacOS,desktop,Mac OS X 10_13_2,chrome 63.0,1440x900,67,48,48
D9660873f53b0,Windows | Windows 7 | chrome 66.0 | 1366x768,Windows,desktop,Windows 7,chrome 66.0,1366x768,64,48,48
D345452b0bdce,MacOS | Mac OS X 10_11_6 | safari generic | 2560x1440,MacOS,desktop,Mac OS X 10_11_6,safari generic,2560x1440,71,47,47
Deac506d4cdbe,chrome 61.0,"",desktop,"",chrome 61.0,"",81,47,47
D4f897f54076e,Windows | Windows 7 | chrome 66.0 | 1600x900,Windows,desktop,Windows 7,chrome 66.0,1600x900,58,47,47
D239980271a9d,Trident/7.0 | ie 11.0 for tablet,Trident/7.0,desktop,"",ie 11.0 for tablet,"",104,46,46
D55070b7cbcd7,iOS Device | iOS 11.2.6 | mobile safari generic | 2001x1125,iOS Device,mobile,iOS 11.2.6,mobile safari generic,2001x1125,56,46,46
Ded7024a032be,MacOS | Mac OS X 10_12_6 | chrome 63.0 | 1920x1080,MacOS,desktop,Mac OS X 10_12_6,chrome 63.0,1920x1080,67,46,46
D107a7137e9b2,MacOS | Mac OS X 10_11_6 | chrome 62.0 | 1440x900,MacOS,desktop,Mac OS X 10_11_6,chrome 62.0,1440x900,68,46,46
Dad8b0a3fc79c,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2732x2048,iOS Device,mobile,iOS 11.1.2,mobile safari 11.0,2732x2048,60,45,45
Df048dd0a1057,iOS Device | iOS 11.1.0 | mobile safari 11.0 | 2208x1242,iOS Device,mobile,iOS 11.1.0,mobile safari 11.0,2208x1242,56,45,45
D30636a25c50d,MacOS | Mac OS X 10_13_2 | safari generic | 1280x800,MacOS,desktop,Mac OS X 10_13_2,safari generic,1280x800,65,45,45
D0281b498936a,Windows | edge 14.0,Windows,desktop,"",edge 14.0,"",79,45,45
D22c7677428c3,chrome 66.0 for ios,"",mobile,"",chrome 66.0 for ios,"",104,45,45
D786406274731,Windows | Windows 10 | chrome 63.0 | 2160x1440,Windows,desktop,Windows 10,chrome 63.0,2160x1440,62,45,45
D902f0f3dfcad,Windows | Windows 7 | chrome 65.0 | 1280x1024,Windows,desktop,Windows 7,chrome 65.0,1280x1024,63,44,44
D8d18607551e0,MacOS | Mac OS X 10_12_6 | safari generic | 2560x1440,MacOS,desktop,Mac OS X 10_12_6,safari generic,2560x1440,61,44,44
D16bab2fbab01,MacOS | Mac OS X 10_13_1 | safari generic | 1280x800,MacOS,desktop,Mac OS X 10_13_1,safari generic,1280x800,56,44,44
D295d1d1f0ae5,MacOS | Mac OS X 10_13_2 | chrome 63.0 | 2560x1600,MacOS,desktop,Mac OS X 10_13_2,chrome 63.0,2560x1600,68,44,44
D4f522e3aa5cf,iOS Device | iOS 10.3.1 | mobile safari 10.0 | 1334x750,iOS Device,mobile,iOS 10.3.1,mobile safari 10.0,1334x750,61,43,43
D074c1ee27aa0,rv:58.0 | firefox 58.0,rv:58.0,desktop,"",firefox 58.0,"",81,43,43
Daf0a35a2ff67,iOS Device | iOS 11.3.0 | mobile safari generic | 1136x640,iOS Device,mobile,iOS 11.3.0,mobile safari generic,1136x640,52,43,43
D11c9d9c257a0,iOS Device | iOS 11.2.1 | mobile safari generic | 2436x1125,iOS Device,mobile,iOS 11.2.1,mobile safari generic,2436x1125,65,43,43
Dd949c4eec903,Windows | Windows 10 | chrome 62.0,Windows,desktop,Windows 10,chrome 62.0,"",68,42,42
Da6735331a254,Windows | Windows 10 | edge 14.0 | 1366x768,Windows,desktop,Windows 10,edge 14.0,1366x768,54,42,42
D63aeaef8881b,MacOS | Mac OS X 10_13_2 | safari generic | 2560x1440,MacOS,desktop,Mac OS X 10_13_2,safari generic,2560x1440,71,42,42
Db643ec9b1d94,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1680x1050,Trident/7.0,desktop,Windows 10,ie 11.0 for desktop,1680x1050,67,42,42
Dd3b0ee7a23b9,iOS Device | iOS 11.2.1 | mobile safari generic | 1136x640,iOS Device,mobile,iOS 11.2.1,mobile safari generic,1136x640,56,41,41
D6dc5a46c5038,Windows | Windows 8.1 | chrome 62.0 | 1920x1080,Windows,desktop,Windows 8.1,chrome 62.0,1920x1080,58,41,41
D112a1ea1eeb8,iOS Device | iOS 11.1.2 | mobile safari generic | 1136x640,iOS Device,mobile,iOS 11.1.2,mobile safari generic,1136x640,56,41,41
D677f0cdb5441,Linux | chrome 63.0 | 1366x768,"",desktop,Linux,chrome 63.0,1366x768,68,41,41
D48b400c241eb,rv:11.0 | Windows 7 | ie 11.0 for desktop | 1024x768,rv:11.0,desktop,Windows 7,ie 11.0 for desktop,1024x768,59,41,41
D68b88156fc71,iOS Device | iOS 11.3.0 | mobile safari generic | 2001x1125,iOS Device,mobile,iOS 11.3.0,mobile safari generic,2001x1125,56,41,41
De9aa1c6dfd7d,SM-G950U Build/NRD90M | Android 7.0 | chrome 62.0 for android | 2220x1080,SM-G950U Build/NRD90M,mobile,Android 7.0,chrome 62.0 for android,2220x1080,49,40,40
De10995f2a62a,rv:11.0 | Windows 7 | ie 11.0 for desktop | 1600x900,rv:11.0,desktop,Windows 7,ie 11.0 for desktop,1600x900,49,40,40
D4004fa485e12,iOS Device | iOS 10.3.2 | mobile safari 10.0 | 2208x1242,iOS Device,mobile,iOS 10.3.2,mobile safari 10.0,2208x1242,46,40,40
Dd4d62aacab1c,Windows | Windows 10 | edge 16.0 | 2736x1824,Windows,desktop,Windows 10,edge 16.0,2736x1824,54,40,40
De15d8dd8d023,Windows | Windows 7 | firefox 57.0 | 1280x1024,Windows,desktop,Windows 7,firefox 57.0,1280x1024,55,40,40
D561b10b2c8ae,MacOS | Mac OS X 10_9_5 | safari generic | 1280x800,MacOS,desktop,Mac OS X 10_9_5,safari generic,1280x800,51,39,39
D5062c846a488,MacOS | Mac OS X 10_10_5 | safari generic | 2560x1440,MacOS,desktop,Mac OS X 10_10_5,safari generic,2560x1440,63,39,39
D40fdfa3ef2be,MacOS | Mac OS X 10_13_2 | chrome 63.0 | 1920x1080,MacOS,desktop,Mac OS X 10_13_2,chrome 63.0,1920x1080,56,39,39
D15c387a1cedb,SAMSUNG | samsung browser 6.2,SAMSUNG,mobile,"",samsung browser 6.2,"",54,39,39
Ddce118518d80,rv:57.0 | firefox,rv:57.0,mobile,"",firefox,"",64,39,39
Df49b0de14ede,iOS Device | iOS 11.3.0 | mobile safari 11.0 | 2001x1125,iOS Device,mobile,iOS 11.3.0,mobile safari 11.0,2001x1125,50,39,39
D9940c1737442,Windows | firefox 60.0,Windows,desktop,"",firefox 60.0,"",64,39,39
D223169218fe1,SM-G935V Build/NRD90M | Android 7.0 | chrome 63.0 for android | 1920x1080,SM-G935V Build/NRD90M,mobile,Android 7.0,chrome 63.0 for android,1920x1080,46,39,39
D67727068eb44,iOS Device | iOS 9.3.5 | mobile safari generic | 1024x768,iOS Device,mobile,iOS 9.3.5,mobile safari generic,1024x768,60,38,38
Ddaaa70efcbd9,iOS Device | iOS 11.2.1 | mobile safari generic | 2001x1125,iOS Device,mobile,iOS 11.2.1,mobile safari generic,2001x1125,52,38,38
Db0a33a1c8f24,rv:11.0 | Windows 7 | ie 11.0 for desktop | 1366x768,rv:11.0,desktop,Windows 7,ie 11.0 for desktop,1366x768,44,38,38
D0e356f6faae1,Windows | Windows 8.1 | chrome 65.0 | 1920x1080,Windows,desktop,Windows 8.1,chrome 65.0,1920x1080,40,38,38
Db3342aed0bb9,MacOS | Mac OS X 10_12_6 | chrome 62.0 | 2880x1800,MacOS,desktop,Mac OS X 10_12_6,chrome 62.0,2880x1800,64,38,38
D97eb919f57dd,iOS Device | iOS 11.2.0 | mobile safari 11.0 | 1136x640,iOS Device,mobile,iOS 11.2.0,mobile safari 11.0,1136x640,55,38,38
D031511bc60ac,Windows | Windows 7 | chrome 64.0 | 1280x1024,Windows,desktop,Windows 7,chrome 64.0,1280x1024,48,38,38
Df5bb498a3f00,Linux | chrome 62.0 | 1920x1080,"",desktop,Linux,chrome 62.0,1920x1080,44,38,38
D5866dada8e96,MacOS | Mac OS X 10_12_6 | chrome 63.0 | 2560x1600,MacOS,desktop,Mac OS X 10_12_6,chrome 63.0,2560x1600,48,38,38
D941fa6021343,MacOS | Mac OS X 10_9_5 | safari generic | 1920x1080,MacOS,desktop,Mac OS X 10_9_5,safari generic,1920x1080,48,38,38
Da45aca720d31,SAMSUNG SM-G955U Build/NRD90M | Android 7.0 | samsung browser 6.2,SAMSUNG SM-G955U Build/NRD90M,mobile,Android 7.0,samsung browser 6.2,"",53,38,38
D77df08cd463e,rv:11.0 | Windows 7 | ie 11.0 for desktop | 1680x1050,rv:11.0,desktop,Windows 7,ie 11.0 for desktop,1680x1050,44,37,37
D47cccaa9cbb3,iOS Device | iOS 11.2.2 | mobile safari 11.0 | 2436x1125,iOS Device,mobile,iOS 11.2.2,mobile safari 11.0,2436x1125,50,37,37
D1dba9b5bd19e,iOS Device | iOS 11.0.3 | mobile safari 11.0 | 1136x640,iOS Device,mobile,iOS 11.0.3,mobile safari 11.0,1136x640,50,37,37
Da6c270e43dc1,iOS Device | iOS 11.0.2 | mobile safari 11.0 | 2048x1536,iOS Device,mobile,iOS 11.0.2,mobile safari 11.0,2048x1536,45,37,37
Df12a625e4280,MacOS | Mac OS X 10_10_5 | safari generic | 1366x768,MacOS,desktop,Mac OS X 10_10_5,safari generic,1366x768,42,37,37
D24ce53f9a5bf,Windows | Windows 10 | chrome 63.0 | 2736x1824,Windows,desktop,Windows 10,chrome 63.0,2736x1824,53,37,37
D3781d23bce0b,MacOS | Mac OS X 10_13_2 | chrome 63.0 | 1280x800,MacOS,desktop,Mac OS X 10_13_2,chrome 63.0,1280x800,42,37,37
Defed6d0f2155,iOS Device | iOS 11.2.0 | mobile safari 11.0 | 2436x1125,iOS Device,mobile,iOS 11.2.0,mobile safari 11.0,2436x1125,61,37,37
D164c91b28ee8,iOS Device | iOS 11.2.6 | mobile safari 11.0 | 1334x750,iOS Device,mobile,iOS 11.2.6,mobile safari 11.0,1334x750,45,36,36
D98979cadbc31,Windows | Windows 7 | chrome 64.0 | 1680x1050,Windows,desktop,Windows 7,chrome 64.0,1680x1050,49,36,36
D60547c09b968,iOS Device | iOS 11.1.2 | mobile safari generic | 2001x1125,iOS Device,mobile,iOS 11.1.2,mobile safari generic,2001x1125,44,36,36
D89a1e01b55d1,iOS Device | iOS 11.2.5 | mobile safari generic | 2001x1125,iOS Device,mobile,iOS 11.2.5,mobile safari generic,2001x1125,56,36,36
D597ebc783c29,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2732x2048,iOS Device,mobile,iOS 11.2.1,mobile safari 11.0,2732x2048,46,36,36
D1e7c03407cc2,iOS Device | iOS 10.3.3 | mobile safari generic | 1136x640,iOS Device,mobile,iOS 10.3.3,mobile safari generic,1136x640,43,36,36
D815a5453455b,MacOS | Mac OS X 10_11_6 | safari generic | 1920x1200,MacOS,desktop,Mac OS X 10_11_6,safari generic,1920x1200,53,36,36
D4313e9836ada,iOS Device | iOS 11.2.2 | mobile safari generic | 2048x1536,iOS Device,mobile,iOS 11.2.2,mobile safari generic,2048x1536,61,35,35
D2df1de4f92ea,Windows | Windows 10 | chrome 62.0 | 1280x1024,Windows,desktop,Windows 10,chrome 62.0,1280x1024,39,35,35
Df7a604cb2232,Windows | Windows 10 | edge 16.0 | 1440x900,Windows,desktop,Windows 10,edge 16.0,1440x900,46,35,35
D04d9ed9bfbcc,iOS Device | iOS 10.2.1 | mobile safari 10.0 | 2048x1536,iOS Device,mobile,iOS 10.2.1,mobile safari 10.0,2048x1536,45,35,35
Dce741ba51154,Moto G (4) Build/NPJ25.93-14.7 | chrome generic,Moto G (4) Build/NPJ25.93-14.7,mobile,"",chrome generic,"",170,35,35
D90d29f434a7a,MacOS | Mac OS X 10_13_2 | safari generic | 5120x2880,MacOS,desktop,Mac OS X 10_13_2,safari generic,5120x2880,57,35,35
D9ff02ba268c7,Windows | chrome 61.0,Windows,desktop,"",chrome 61.0,"",80,35,35
D0784cf5520aa,Trident/7.0 | Windows 10 | ie 11.0 for tablet | 1366x768,Trident/7.0,desktop,Windows 10,ie 11.0 for tablet,1366x768,51,34,34
D1efdcbd1ea83,MacOS | Mac OS X 10_10_5 | chrome 62.0 | 1440x900,MacOS,desktop,Mac OS X 10_10_5,chrome 62.0,1440x900,49,34,34
D1a7ac2c03077,iOS Device | iOS 11.1.1 | mobile safari 11.0 | 1136x640,iOS Device,mobile,iOS 11.1.1,mobile safari 11.0,1136x640,44,34,34
D8527dce03c7f,Moto G (4) Build/NPJS25.93-14-13 | chrome generic,Moto G (4) Build/NPJS25.93-14-13,mobile,"",chrome generic,"",122,34,34
D7336e397c481,Windows | Windows 7 | firefox 57.0 | 1440x900,Windows,desktop,Windows 7,firefox 57.0,1440x900,42,34,34
D65a61032c44d,MacOS | Mac OS X 10_13_4 | safari 11.0 | 2880x1800,MacOS,desktop,Mac OS X 10_13_4,safari 11.0,2880x1800,37,34,34
Dbbc13cb04fd6,iOS Device | iOS 11.1.1 | mobile safari 11.0 | 2001x1125,iOS Device,mobile,iOS 11.1.1,mobile safari 11.0,2001x1125,44,34,34
D561d89b16fd6,Windows | Windows 10 | chrome 63.0 | 2560x1440,Windows,desktop,Windows 10,chrome 63.0,2560x1440,49,34,34
D6e9010724d81,MacOS | Mac OS X 10_12_6 | chrome 62.0 | 1920x1080,MacOS,desktop,Mac OS X 10_12_6,chrome 62.0,1920x1080,43,34,34
Dabda6c13b691,Windows | Windows 7 | firefox 59.0 | 1920x1080,Windows,desktop,Windows 7,firefox 59.0,1920x1080,56,34,34
Dc5a883713699,Windows | Windows 10 | firefox 59.0 | 1366x768,Windows,desktop,Windows 10,firefox 59.0,1366x768,50,33,33
Dfe0638abc7d7,firefox 52.0,"",desktop,"",firefox 52.0,"",65,33,32
Dd7b70594c5b7,LG-D320 Build/KOT49I.V10a | chrome generic,LG-D320 Build/KOT49I.V10a,desktop,"",chrome generic,"",63,33,33
Dd6a5c9544eca,firefox,"",desktop,"",firefox,"",47,33,33
Df56e14daed95,iOS Device | iOS 11.0.3 | mobile safari generic | 1334x750,iOS Device,mobile,iOS 11.0.3,mobile safari generic,1334x750,39,33,33
D8ce89dbc41a1,MacOS | Mac OS X 10_11_6 | chrome 62.0 | 2560x1600,MacOS,desktop,Mac OS X 10_11_6,chrome 62.0,2560x1600,59,33,33
D6f160eb863cc,MacOS | Mac OS X 10_13_2 | safari generic | 3360x2100,MacOS,desktop,Mac OS X 10_13_2,safari generic,3360x2100,39,33,33
D1447c46bd343,iOS Device | iOS 11.2.2 | mobile safari 11.0 | 2048x1536,iOS Device,mobile,iOS 11.2.2,mobile safari 11.0,2048x1536,47,33,33
Daa3e55fa728b,MacOS | Mac OS X 10_11_6 | chrome 63.0 | 1280x800,MacOS,desktop,Mac OS X 10_11_6,chrome 63.0,1280x800,45,33,33
D863849eff5cd,Windows | Windows 10 | firefox 57.0,Windows,desktop,Windows 10,firefox 57.0,"",42,33,33
Dcd25bdc9f578,Windows | Windows 8.1 | firefox 57.0 | 1366x768,Windows,desktop,Windows 8.1,firefox 57.0,1366x768,41,33,33
D9c5a5c911cc0,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1440x900,Trident/7.0,desktop,Windows 10,ie 11.0 for desktop,1440x900,56,33,33
D72965d6f715f,rv:48.0 | firefox 48.0,rv:48.0,desktop,"",firefox 48.0,"",57,32,32
Da9ac079cba97,MacOS | Mac OS X 10_10_5 | chrome 63.0 | 2560x1600,MacOS,desktop,Mac OS X 10_10_5,chrome 63.0,2560x1600,52,32,32
D42a647ff280f,SM-J700M Build/MMB29K | chrome 65.0 for android,SM-J700M Build/MMB29K,mobile,"",chrome 65.0 for android,"",111,32,32
D980789fab739,Linux | chrome 64.0 | 1366x768,"",desktop,Linux,chrome 64.0,1366x768,55,32,32
D15b1bff95397,Windows | Windows 10 | chrome 62.0 | 1680x1050,Windows,desktop,Windows 10,chrome 62.0,1680x1050,46,32,32
D3721530ed196,MacOS | Mac OS X 10_11_6 | safari generic | 1366x768,MacOS,desktop,Mac OS X 10_11_6,safari generic,1366x768,51,32,32
D85a93fffa69d,SM-G935F Build/NRD90M | chrome 63.0 for android,SM-G935F Build/NRD90M,mobile,"",chrome 63.0 for android,"",98,32,32
Da0df19b249a4,Windows | Windows 10 | edge 16.0 | 1366x767,Windows,desktop,Windows 10,edge 16.0,1366x767,257,32,32
D8ebc7d5acdaf,MacOS | Mac OS X 10_13_4 | safari 11.0 | 1920x1080,MacOS,desktop,Mac OS X 10_13_4,safari 11.0,1920x1080,43,32,32
Df8b67efb670f,MacOS | Mac OS X 10_12_6 | safari generic | 3360x2100,MacOS,desktop,Mac OS X 10_12_6,safari generic,3360x2100,50,32,32
D543900cc5319,Moto E (4) Plus Build/NMA26.42-69 | chrome generic,Moto E (4) Plus Build/NMA26.42-69,mobile,"",chrome generic,"",151,32,32
D18d1df5c9aa4,Windows | Windows 10 | firefox 57.0 | 1680x1050,Windows,desktop,Windows 10,firefox 57.0,1680x1050,39,32,32
D4c6db420e87e,iOS Device | iOS 11.1.1 | mobile safari generic | 1334x750,iOS Device,mobile,iOS 11.1.1,mobile safari generic,1334x750,44,31,31
D6dad678bc067,SM-G920V Build/NRD90M | Android 7.0 | chrome 63.0 for android | 2560x1440,SM-G920V Build/NRD90M,mobile,Android 7.0,chrome 63.0 for android,2560x1440,38,31,31
D03554e9fe7f2,mobile safari uiwebview,"",mobile,"",mobile safari uiwebview,"",56,31,31
Da0f30b410148,Moto G (4) Build/NPJS25.93-14-10 | chrome generic,Moto G (4) Build/NPJS25.93-14-10,mobile,"",chrome generic,"",99,31,31
D45fab3dbc8e5,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1024x768,Trident/7.0,desktop,Windows 7,ie 11.0 for desktop,1024x768,37,31,31
D58e9650cbbf5,SM-G610M Build/MMB29K | chrome 63.0 for android,SM-G610M Build/MMB29K,mobile,"",chrome 63.0 for android,"",140,31,31
D301042c4e058,MacOS | Mac OS X 10_12_6 | safari generic | 5120x2880,MacOS,desktop,Mac OS X 10_12_6,safari generic,5120x2880,47,31,31
D5d206b246bee,Windows | Windows 10 | edge 16.0 | 1680x1050,Windows,desktop,Windows 10,edge 16.0,1680x1050,46,31,31
Df311a751231c,iOS Device | iOS 10.2.0 | mobile safari 10.0 | 1334x750,iOS Device,mobile,iOS 10.2.0,mobile safari 10.0,1334x750,39,31,31
D91d99b186638,Moto E (4) Build/NMA26.42-69 | chrome generic,Moto E (4) Build/NMA26.42-69,mobile,"",chrome generic,"",94,31,31
De1a352f0d2ae,Windows | Windows 7 | chrome generic | 1366x768,Windows,desktop,Windows 7,chrome generic,1366x768,35,31,31
D027b4540abb6,MacOS | Mac OS X 10_13_1 | chrome 62.0 | 1440x900,MacOS,desktop,Mac OS X 10_13_1,chrome 62.0,1440x900,43,31,31
D075e67e605aa,Windows | Windows 7 | chrome 62.0,Windows,desktop,Windows 7,chrome 62.0,"",40,31,31
Dee7e099e08ef,MacOS | Mac OS X 10_13_1 | safari generic | 2560x1440,MacOS,desktop,Mac OS X 10_13_1,safari generic,2560x1440,37,30,30
Db65cf6bd088a,SM-J700M Build/MMB29K | chrome 63.0 for android,SM-J700M Build/MMB29K,mobile,"",chrome 63.0 for android,"",133,30,30
Ddb5f451fdd78,MacOS | Mac OS X 10_11_6 | chrome 63.0 | 1920x1080,MacOS,desktop,Mac OS X 10_11_6,chrome 63.0,1920x1080,44,30,30
D3a91e20223b6,MacOS | Mac OS X 10_9_5 | safari generic | 2560x1600,MacOS,desktop,Mac OS X 10_9_5,safari generic,2560x1600,43,30,30
D7a4145bdfa46,Windows | Windows 10 | edge 16.0 | 1280x1024,Windows,desktop,Windows 10,edge 16.0,1280x1024,49,30,30
D24f35c776739,iOS Device | iOS 11.0.2 | mobile safari 11.0 | 1334x750,iOS Device,mobile,iOS 11.0.2,mobile safari 11.0,1334x750,48,30,30
Dfd4101bc2653,MacOS | Mac OS X 10_13_1 | chrome 63.0 | 2880x1800,MacOS,desktop,Mac OS X 10_13_1,chrome 63.0,2880x1800,37,30,30
D6cfb835e1167,iOS Device | iOS 11.0.0 | mobile safari 11.0 | 1334x750,iOS Device,mobile,iOS 11.0.0,mobile safari 11.0,1334x750,45,30,30
Ddf532793f6f7,SM-G955U Build/NRD90M | Android 7.0 | chrome 62.0 for android,SM-G955U Build/NRD90M,mobile,Android 7.0,chrome 62.0 for android,"",41,30,30
D368978153922,Windows | Windows 10 | edge 15.0 | 1280x1024,Windows,desktop,Windows 10,edge 15.0,1280x1024,37,30,30
D089c7227c24c,Moto G (5) Plus Build/NPN25.137-92 | chrome generic,Moto G (5) Plus Build/NPN25.137-92,desktop,"",chrome generic,"",83,30,30
Ded3e672ad67c,chrome 65.0 for ios,"",mobile,"",chrome 65.0 for ios,"",43,30,29
Dca83bfeaa1c2,Windows | Windows 7 | chrome 63.0 | 1024x768,Windows,desktop,Windows 7,chrome 63.0,1024x768,38,30,30
